,entities,text,created_at,id,public_metrics,context_annotations
433,"{'urls': [{'start': 143, 'end': 166, 'url': 'https://t.co/vvsIgK1wpP', 'expanded_url': 'https://twitter.com/nntaleb/status/1239171413342289921?s=21', 'display_url': 'twitter.com/nntaleb/status…'}]}",nasim taleb highlights how sensitive epidemiological models are to slight changes in variables... you can produce massively divergent outcomes https://t.co/vvsIgK1wpP,2020-03-18T17:37:45.000Z,1240331570491211776,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 1}",
434,"{'mentions': [{'start': 3, 'end': 15, 'username': 'jeremybanon'}], 'hashtags': [{'start': 38, 'end': 46, 'tag': 'COVID19'}]}","RT @jeremybanon: Ramping PCR test for #COVID19 is priority #1 for public health - flatten the curve to minimize death

In parallel, we shou…",2020-03-18T14:15:29.000Z,1240280669109907457,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
435,"{'mentions': [{'start': 3, 'end': 14, 'username': 'techreview'}]}","RT @techreview: ""If you were at war, you might accept that losing a lot of people in the first battle was worth it if it meant bringing abo…",2020-03-18T13:58:03.000Z,1240276281125527552,"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
436,"{'mentions': [{'start': 3, 'end': 11, 'username': 'bgurley'}]}",RT @bgurley: Sure seems like this could reduce death rate by an order of magnitude - which makes Covid-19 on par w Flu. Seems like this wou…,2020-03-18T06:53:00.000Z,1240169316529528832,"{'retweet_count': 144, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596157251587', 'name': 'Government/Education'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597226729473', 'name': 'Non-profit'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10046650630', 'name': 'Bill & Melinda Gates Foundation'}}]"
437,"{'mentions': [{'start': 3, 'end': 16, 'username': 'TheEconomist'}]}","RT @TheEconomist: A drug called remdesivir, initially designed to treat Ebola fever, has gained the most attention for fighting covid-19 ht…",2020-03-18T03:58:47.000Z,1240125472379408386,"{'retweet_count': 255, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10040667273', 'name': 'The Economist'}}]"
438,,"given the possibility of efficacy and the scale of the covid-19 pandemic, this drug should be immediately scaled in production and made broadly available under a right-to-try mandate .. let doctors and patients decide",2020-03-18T03:41:23.000Z,1240121091059789824,"{'retweet_count': 16, 'reply_count': 9, 'like_count': 90, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
439,"{'annotations': [{'start': 111, 'end': 112, 'probability': 0.9185, 'type': 'Place', 'normalized_text': 'US'}]}","remdesivir, another promising antiviral, is also not widely available and is only available to patients in the US under a compassionate use application..",2020-03-18T03:41:22.000Z,1240121089981911043,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 30, 'quote_count': 0}",
440,"{'annotations': [{'start': 4, 'end': 6, 'probability': 0.6811, 'type': 'Organization', 'normalized_text': 'CDC'}, {'start': 8, 'end': 10, 'probability': 0.824, 'type': 'Organization', 'normalized_text': 'FDA'}]}",the CDC/FDA should let doctors and patients decide if they want to use these drugs and ensure their broad availability (several care providers have told me they can not get prescriptions for chloroquine filled in the bay area),2020-03-18T03:41:22.000Z,1240121088958488577,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 21, 'quote_count': 0}",
441,"{'annotations': [{'start': 60, 'end': 62, 'probability': 0.857, 'type': 'Organization', 'normalized_text': 'CDC'}, {'start': 130, 'end': 134, 'probability': 0.7507, 'type': 'Place', 'normalized_text': 'Korea'}]}","in the absence of any treatment alternative whatsoever, the CDC should consider making the reco to care providers to consider the Korea protocol in treatment..and make supplies of chloroquine + Kaletra antivirals widely available through mandates to producers &amp; distributors asap",2020-03-18T03:41:22.000Z,1240121087909912576,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 40, 'quote_count': 0}",
442,"{'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/Xac6jLLxt2', 'expanded_url': 'https://www.cdc.gov/coronavirus/2019-ncov/hcp/clinical-guidance-management-patients.html', 'display_url': 'cdc.gov/coronavirus/20…'}], 'annotations': [{'start': 15, 'end': 17, 'probability': 0.5052, 'type': 'Organization', 'normalized_text': 'CDC'}, {'start': 171, 'end': 175, 'probability': 0.7397, 'type': 'Place', 'normalized_text': 'korea'}]}","currently, the CDC website (https://t.co/Xac6jLLxt2) tells care providers there is no known treatment ... there is no mention of chloroquine or kaletra (antiviral used in korea)",2020-03-18T03:41:22.000Z,1240121086609698817,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 36, 'quote_count': 3}",
443,"{'annotations': [{'start': 129, 'end': 133, 'probability': 0.9898, 'type': 'Place', 'normalized_text': 'china'}, {'start': 136, 'end': 140, 'probability': 0.9391, 'type': 'Place', 'normalized_text': 'korea'}, {'start': 147, 'end': 151, 'probability': 0.8721, 'type': 'Place', 'normalized_text': 'italy'}, {'start': 205, 'end': 206, 'probability': 0.9722, 'type': 'Place', 'normalized_text': 'US'}]}","chloroquine, especially, is a well-studied drug and has a known safety profile. the apparent efficacy and adoption of its use in china, korea, and italy suggests we should consider it for treatment in the US. we don’t recommend it bc we haven’t conducted blinded clinical trials",2020-03-18T03:41:21.000Z,1240121085460385792,"{'retweet_count': 5, 'reply_count': 3, 'like_count': 31, 'quote_count': 0}",
444,"{'urls': [{'start': 66, 'end': 89, 'url': 'https://t.co/ZSqgldHjhw', 'expanded_url': 'https://www.jstage.jst.go.jp/article/bst/14/1/14_2020.01047/_article', 'display_url': 'jstage.jst.go.jp/article/bst/14…'}, {'start': 92, 'end': 115, 'url': 'https://t.co/Q4PEhtehi0', 'expanded_url': 'https://www.sciencedirect.com/science/article/pii/S0924857920300662?via%3Dihub', 'display_url': 'sciencedirect.com/science/articl…'}]}",chloroquine’s apparent efficacy is highlighted in several papers: https://t.co/ZSqgldHjhw   https://t.co/Q4PEhtehi0,2020-03-18T03:41:21.000Z,1240121083744919552,"{'retweet_count': 12, 'reply_count': 3, 'like_count': 38, 'quote_count': 0}",
445,"{'urls': [{'start': 176, 'end': 199, 'url': 'https://t.co/Fk5EBUc0pw', 'expanded_url': 'https://www.worldometers.info/coronavirus/', 'display_url': 'worldometers.info/coronavirus/'}], 'annotations': [{'start': 94, 'end': 104, 'probability': 0.7781, 'type': 'Place', 'normalized_text': 'south korea'}]}","as a result of widespread testing, containment, and the adoption of their treatment protocol, south korea is seeing the lowest fatality rate of any country with major outbreak https://t.co/Fk5EBUc0pw",2020-03-18T03:41:21.000Z,1240121082302156812,"{'retweet_count': 8, 'reply_count': 1, 'like_count': 45, 'quote_count': 0}",
446,"{'urls': [{'start': 187, 'end': 210, 'url': 'https://t.co/dz8y2ViURA', 'expanded_url': 'https://www.elsevier.com/__data/assets/pdf_file/0007/988648/COVID-19-Drug-Therapy_Mar-2020.pdf', 'display_url': 'elsevier.com/__data/assets/…'}]}","we should also be optimistic on treatment for covid-19. korean doctors created a protocol for treatment using antivirals and chloroquine, drugs which are widely available and affordable. https://t.co/dz8y2ViURA",2020-03-18T03:41:19.000Z,1240121076820201473,"{'retweet_count': 108, 'reply_count': 12, 'like_count': 400, 'quote_count': 15}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
447,,"to be clear, i am NOT anti-containment. i am simply optimistic and try to be data-driven. i want us all to ask questions and answer them with data and facts. everyone freaking out and spiraling and spinning anecdote into fact is generally just bad",2020-03-18T02:40:30.000Z,1240105771477524480,"{'retweet_count': 6, 'reply_count': 3, 'like_count': 67, 'quote_count': 0}",
448,"{'urls': [{'start': 111, 'end': 134, 'url': 'https://t.co/LzktmFm0tO', 'expanded_url': 'https://worldpopulationreview.com/countries/median-age/', 'display_url': 'worldpopulationreview.com/countries/medi…'}, {'start': 165, 'end': 188, 'url': 'https://t.co/LzktmFm0tO', 'expanded_url': 'https://worldpopulationreview.com/countries/median-age/', 'display_url': 'worldpopulationreview.com/countries/medi…'}, {'start': 238, 'end': 261, 'url': 'https://t.co/DBSdGZL4lU', 'expanded_url': 'https://www.forbes.com/sites/niallmccarthy/2020/03/12/the-countries-with-the-most-critical-care-beds-per-capita-infographic/', 'display_url': 'forbes.com/sites/niallmcc…'}, {'start': 286, 'end': 309, 'url': 'https://t.co/P6sqE8Cv9Y', 'expanded_url': 'https://twitter.com/friedberg/status/1240103955251654656/photo/1', 'display_url': 'pic.twitter.com/P6sqE8Cv9Y'}], 'annotations': [{'start': 235, 'end': 236, 'probability': 0.8417, 'type': 'Place', 'normalized_text': 'US'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'jharinstein'}]}","@jharinstein 1) mortality rate much higher for older population (see pic)
2) italy 5th oldest country in world https://t.co/LzktmFm0tO 3) large % over 65 2.3x china https://t.co/LzktmFm0tO 4) ICU beds per capita may be low relative to US https://t.co/DBSdGZL4lU all compounding factors https://t.co/P6sqE8Cv9Y",2020-03-18T02:33:17.000Z,1240103955251654656,"{'retweet_count': 5, 'reply_count': 1, 'like_count': 16, 'quote_count': 0}",
449,"{'mentions': [{'start': 0, 'end': 14, 'username': 'EnchantedMeat'}]}",@EnchantedMeat see next tweet. not sure how much pressure we’re really seeing. data doesn’t support it,2020-03-18T02:25:15.000Z,1240101932963737600,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",
450,"{'annotations': [{'start': 10, 'end': 11, 'probability': 0.901, 'type': 'Place', 'normalized_text': 'LA'}, {'start': 18, 'end': 20, 'probability': 0.9479, 'type': 'Place', 'normalized_text': 'NYC'}]}","bay area, LA, and NYC hospitals setup overflow ICU tents last week and the week before. we were expecting to use them. it seems we aren’t yet and containment only started yesterday. do we have the data/model wrong? we should be answering this question as a priority right now",2020-03-18T02:24:35.000Z,1240101764260442112,"{'retweet_count': 12, 'reply_count': 28, 'like_count': 214, 'quote_count': 2}",
451,,"5) generally, symptoms aren’t bad enough to warrant hospital visit (why? age? we need broad sampling and interviewing to know, not just anecdotal already-severely-ill data)",2020-03-18T02:24:35.000Z,1240101763518050304,"{'retweet_count': 6, 'reply_count': 6, 'like_count': 101, 'quote_count': 0}",
452,"{'annotations': [{'start': 196, 'end': 202, 'probability': 0.9767, 'type': 'Place', 'normalized_text': 'seattle'}]}",3) hasn’t been long enough to see an explosion due to incubation (unlikely due to starting count and data on incubation from elsewhere) 4) many more patients are asymptomatic - the average age in seattle is 35 and symptoms are non-linear with age (possible.. see previous tweet),2020-03-18T02:24:34.000Z,1240101762842804224,"{'retweet_count': 9, 'reply_count': 4, 'like_count': 105, 'quote_count': 0}",
453,"{'annotations': [{'start': 114, 'end': 120, 'probability': 0.9824, 'type': 'Place', 'normalized_text': 'seattle'}]}",several possible explanations... 1) social isolation happened fast enough (not likely as people were in groups in seattle yday) 2) the virus is not that viral (unlikely - lots of data to counter this),2020-03-18T02:24:34.000Z,1240101762180079616,"{'retweet_count': 6, 'reply_count': 2, 'like_count': 112, 'quote_count': 0}",
454,"{'annotations': [{'start': 115, 'end': 121, 'probability': 0.9591, 'type': 'Place', 'normalized_text': 'seattle'}]}","no one is asking and investigating “why?”.. despite no isolation policy and a high positive count two weeks ago in seattle. why are there still ventilators and ICU beds available, and why are daily positive results static (despite an R0 of 2.5)?",2020-03-18T02:24:34.000Z,1240101761500635136,"{'retweet_count': 13, 'reply_count': 5, 'like_count': 123, 'quote_count': 1}",
455,,despite increasing testing capacity 10x over two weeks positive test results have held steady at &lt;100 per day. the expectation has been for an explosion in cases based on lack of containment but the data doesn’t seem to indicate an expected growth in positive cases,2020-03-18T02:24:34.000Z,1240101760762384385,"{'retweet_count': 21, 'reply_count': 12, 'like_count': 232, 'quote_count': 2}",
456,"{'urls': [{'start': 139, 'end': 162, 'url': 'https://t.co/jIYTfjEoyz', 'expanded_url': 'https://twitter.com/friedberg/status/1240101759554482176/photo/1', 'display_url': 'pic.twitter.com/jIYTfjEoyz'}], 'annotations': [{'start': 0, 'end': 10, 'probability': 0.7187, 'type': 'Organization', 'normalized_text': 'UW Virology'}]}","UW Virology has been testing symptomatic patients for coronavirus. they publish tests and results, in aggregate. here is the latest chart: https://t.co/jIYTfjEoyz",2020-03-18T02:24:34.000Z,1240101759554482176,"{'retweet_count': 158, 'reply_count': 60, 'like_count': 523, 'quote_count': 33}","[{'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '847896837532995585', 'name': 'Biology', 'description': 'Biology'}}, {'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
457,"{'annotations': [{'start': 111, 'end': 117, 'probability': 0.9927, 'type': 'Place', 'normalized_text': 'seattle'}]}",we have been seeing tweets and articles for two weeks that have repeatedly said that we are out of ICU beds in seattle but that doesn’t appear to be true. no administrator or doctor has verified this statement in full.,2020-03-18T02:24:32.000Z,1240101753263013888,"{'retweet_count': 19, 'reply_count': 3, 'like_count': 114, 'quote_count': 0}",
458,"{'urls': [{'start': 113, 'end': 136, 'url': 'https://t.co/t6vSp6emHe', 'expanded_url': 'https://www.hospitalstats.org/hospital-ratings/university-of-washington-medical-ctr-seattle-wa.htm', 'display_url': 'hospitalstats.org/hospital-ratin…'}], 'annotations': [{'start': 44, 'end': 50, 'probability': 0.9889, 'type': 'Place', 'normalized_text': 'seattle'}]}","as of today, the wait times for most ERs in seattle is still under an hour. as of this tweet, UW at 40 minutes.. https://t.co/t6vSp6emHe",2020-03-18T02:24:32.000Z,1240101751878893568,"{'retweet_count': 10, 'reply_count': 4, 'like_count': 98, 'quote_count': 2}",
459,,another important data point no journalists seem to be covering - the data about hospital conditions in affected areas. we read a lot of anecdotes about despair and death. these are awful stories. but how affected are we and how are the models playing out? *with data*,2020-03-18T02:24:31.000Z,1240101746648612864,"{'retweet_count': 72, 'reply_count': 18, 'like_count': 275, 'quote_count': 30}",
460,"{'mentions': [{'start': 0, 'end': 14, 'username': 'EnchantedMeat'}]}",@EnchantedMeat 10-15% or symptomatic patients. unclear what overall rate will be if we account for asymptomatic. extrapolating to big population is still a sizeable number but may be manageable,2020-03-18T01:51:14.000Z,1240093372213121025,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",
461,"{'annotations': [{'start': 85, 'end': 86, 'probability': 0.9328, 'type': 'Place', 'normalized_text': 'US'}]}",@dataguy_r not sure you “need to get tested”... no established treatment protocol in US except stay at home and isolate unless you have bad pneumonia and need ICU support. not that that’s ideal but that’s the current protocol,2020-03-18T01:49:08.000Z,1240092845853167617,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",
462,"{'annotations': [{'start': 49, 'end': 51, 'probability': 0.9326, 'type': 'Organization', 'normalized_text': 'NBA'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'MicawberCapital'}]}",@MicawberCapital how many people per day does an NBA player actually interact with? how many does a starbucks barista?,2020-03-18T00:29:54.000Z,1240072903518900224,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974596161376261', 'name': 'Dining'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597017083904', 'name': 'QSR'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597491040257', 'name': 'Sports'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10026514830', 'name': 'Starbucks'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042758024', 'name': 'NBA'}}]"
463,"{'mentions': [{'start': 0, 'end': 12, 'username': 'madpeepdrew'}]}",@madpeepdrew unlikely peaked (without isolation). even with high contagion rate and early entry hard to see that being the case. but we don’t know,2020-03-18T00:28:51.000Z,1240072639579750400,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
464,"{'mentions': [{'start': 0, 'end': 6, 'username': 'jy247'}]}",@jy247 this makes another great point that the contagion rate may be lower than modeled,2020-03-18T00:22:35.000Z,1240071062148149248,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 7, 'quote_count': 0}",
465,"{'urls': [{'start': 271, 'end': 294, 'url': 'https://t.co/5XLWR2barF', 'expanded_url': 'https://twitter.com/FirstRegime/status/1240060942110449666', 'display_url': 'twitter.com/FirstRegime/st…'}], 'annotations': [{'start': 146, 'end': 150, 'probability': 0.7061, 'type': 'Place', 'normalized_text': 'china'}, {'start': 196, 'end': 198, 'probability': 0.7241, 'type': 'Organization', 'normalized_text': 'NBA'}, {'start': 250, 'end': 251, 'probability': 0.6554, 'type': 'Place', 'normalized_text': 'US'}]}",average age of a cruise ship passenger is 47 yrs old. princess cruise positive test results show 50% asymptomatic infections. 86% asymptomatic in china with median age of 37. 100% asymptomatic in NBA with average age of 26. def something in the data US average 38yrs old https://t.co/5XLWR2barF,2020-03-18T00:21:27.000Z,1240070776629284864,"{'retweet_count': 2, 'reply_count': 4, 'like_count': 21, 'quote_count': 1}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596656373760', 'name': 'Cruise Line'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10028654909', 'name': 'Princess Cruises'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '839160129752686593', 'name': 'General Travel', 'description': 'General Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '864938653063159808', 'name': 'Hospitality', 'description': 'Hospitality'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '849076613077540864', 'name': 'Cruise travel', 'description': 'Cruises'}}, {'domain': {'id': '67', 'name': 'Interests and Hobbies', 'description': 'Interests, opinions, and behaviors of individuals, groups, or cultures; like Speciality Cooking or Theme Parks'}, 'entity': {'id': '864939238273409024', 'name': 'Cruise Line', 'description': 'Cruise Line'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596656373760', 'name': 'Cruise Line'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597491040257', 'name': 'Sports'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10028654909', 'name': 'Princess Cruises'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042758024', 'name': 'NBA'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '839159814991167489', 'name': 'Travel', 'description': 'Travel'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857603051657482241', 'name': 'Destinations', 'description': 'Destinations'}}]"
466,"{'annotations': [{'start': 39, 'end': 41, 'probability': 0.4081, 'type': 'Person', 'normalized_text': 'PCR'}], 'mentions': [{'start': 0, 'end': 13, 'username': 'MannyBernabe'}, {'start': 14, 'end': 22, 'username': 'chamath'}]}",@MannyBernabe @chamath sorry you meant PCR. supposed to be very low false positives,2020-03-17T22:44:23.000Z,1240046351192166400,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",
467,"{'mentions': [{'start': 0, 'end': 13, 'username': 'MannyBernabe'}, {'start': 14, 'end': 22, 'username': 'chamath'}]}",@MannyBernabe @chamath estimated 90% sensitivity and 90% specificity. not ideal for diagnostic purposes but enough for epi data gathering and 1/2 positive results then get RT-PCR for confirmation may be protocol if positive,2020-03-17T22:43:31.000Z,1240046133197410304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",
468,,better safe than sorry is a good adage except when data being used to make decisions is obviously lacking and being safe means cancelling surgeries and destroying millions of jobs and lives in the process. we should look at all the data not just what confirms our beliefs,2020-03-17T22:26:24.000Z,1240041823738818560,"{'retweet_count': 10, 'reply_count': 14, 'like_count': 127, 'quote_count': 3}","[{'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974596157181956', 'name': 'Online Site'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10043707228', 'name': 'Ad Age'}}, {'domain': {'id': '65', 'name': 'Interests and Hobbies Vertical', 'description': 'Top level interests and hobbies groupings, like Food or Travel'}, 'entity': {'id': '847529762566230016', 'name': 'Business and finance', 'description': 'Business'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '857878521472888832', 'name': 'Advertising', 'description': 'Advertising'}}]"
469,,"once we know those numbers, we can make more sound policy decisions about isolation and lockdown",2020-03-17T22:26:24.000Z,1240041822652518400,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 35, 'quote_count': 0}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
470,,"the accuracy of these tests are not as great for diagnosing desperately ill people but we can use them today to validate how widespread infection is, or has, been, how many people are asymptomatic, and a truer fatality rate",2020-03-17T22:26:23.000Z,1240041821998166017,"{'retweet_count': 4, 'reply_count': 3, 'like_count': 36, 'quote_count': 0}",
471,,"confirmatory data is possible... for &lt;$0.10 per test kit, we can mass produce (today, in factories) IGG and IGM anti-COVID-19 antibody test kits. these things look like pregnancy tests.. using blood you can instantly determine if you’ve had, or have, coronavirus.. no lab send out",2020-03-17T22:26:23.000Z,1240041821306122241,"{'retweet_count': 13, 'reply_count': 6, 'like_count': 78, 'quote_count': 3}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
472,,"if those things are true (widespread infection, asymptomatic, &lt;0.2% fatality rate) should we change our social isolation and lockdown policies? maybe",2020-03-17T22:26:23.000Z,1240041820588888064,"{'retweet_count': 6, 'reply_count': 7, 'like_count': 70, 'quote_count': 1}","[{'domain': {'id': '123', 'name': 'Ongoing News Story', 'description': ""Ongoing News Stories like 'Brexit'""}, 'entity': {'id': '1220701888179359745', 'name': 'COVID-19'}}]"
473,"{'annotations': [{'start': 0, 'end': 2, 'probability': 0.9759, 'type': 'Organization', 'normalized_text': 'NBA'}, {'start': 187, 'end': 195, 'probability': 0.7576, 'type': 'Person', 'normalized_text': 'Americans'}]}","NBA players, actors, world leaders and CEOs are not unique, they just have access to testing. the positive test result rates indicate that it could be the case that a large percentage of Americans are already infected and asymptomatic",2020-03-17T22:26:23.000Z,1240041819561283584,"{'retweet_count': 17, 'reply_count': 9, 'like_count': 80, 'quote_count': 3}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10000607734', 'name': 'NBA Basketball', 'description': 'All the latest basketball action from the NBA.'}}, {'domain': {'id': '11', 'name': 'Sport', 'description': 'Types of sports, like soccer and basketball'}, 'entity': {'id': '706083902411055104', 'name': 'Basketball'}}, {'domain': {'id': '26', 'name': 'Sports League', 'description': ''}, 'entity': {'id': '706083889454813185', 'name': 'NBA'}}, {'domain': {'id': '45', 'name': 'Brand Vertical', 'description': 'Top level entities that describe a Brands industry'}, 'entity': {'id': '781974597310615553', 'name': 'Entertainment'}}, {'domain': {'id': '46', 'name': 'Brand Category', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '781974597491040257', 'name': 'Sports'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '10042758024', 'name': 'NBA'}}]"
